archive,task_id,classification,archive_sha256,backup_path,source,canonical_source_sha256,test,canonical_test_sha256,member_count,original_test_log_present,corrected_during_integration,correction,testsRun,failures,errors,skipped,integration
BIE_PED_QA_003.zip,BIE-PED-QA-003,ORIGINAL ROADMAP L1,46454a86651f1e71618e041219b5463d64761a9b6952646360083e386af33c58,backups/ingested/BIE_PED_QA_003.zip,bie/pedagogy/cognitive_load_qa.py,88ae0bbe45386e8df62824798365d8d2b9ac5f950c048f477999cee993514680,tests/pedagogy/test_ped_qa_003.py,1c43b3a31f6c66086ac43c43021b9e4b0de451ea60eab42a95041ccaf9f4b666,7,True,True,Reject nonfinite cognitive-load values and thresholds.,2,0,0,0,CANONICAL_LOCAL_VERIFIED
BIE_PED_QA_004.zip,BIE-PED-QA-004,ORIGINAL ROADMAP L1,25d51d80222aa7eddef5456ab554371a8616ca9c41465521d2b5c130a6578ef0,backups/ingested/BIE_PED_QA_004.zip,bie/pedagogy/assessment_alignment.py,ea0c3c6def94150a6c6da11eec0ff80816c248bdeb4b5eeb42adf5fcf3281c88,tests/pedagogy/test_ped_qa_004.py,8ca74a733fd0f6b57dea992b34b6846c769523d7ed526ae7718200030e167429,7,True,False,,2,0,0,0,CANONICAL_LOCAL_VERIFIED
BIE_PED_QA_005.zip,BIE-PED-QA-005,ORIGINAL ROADMAP L1,0418f4aa68c046212bda2ad77bd9a75157f17f0395906f8c684626080e84cb23,backups/ingested/BIE_PED_QA_005.zip,bie/pedagogy/pedagogy_benchmark.py,ad4c4ab5b0c84660d6ba4af220fd696691afb3d36cf18a838cc2e9ec98840773,tests/pedagogy/test_ped_qa_005.py,2746f14c9b6740400e9b789703cc0a497a64e4000adfaaf761bfac852c553d8b,7,True,False,,2,0,0,0,CANONICAL_LOCAL_VERIFIED
BIE_PED_SEQ_001.zip,BIE-PED-SEQ-001,ORIGINAL ROADMAP L1,42a514cf8d5a5151b1133bc0e173ad9488602bbccbe5958b0bc683a640174d42,backups/ingested/BIE_PED_SEQ_001.zip,bie/pedagogy/lesson_sequencing.py,2efbca4eab3a23a95ff037adde5fccb2a89fffc74a1822f02061eac51e570e69,tests/pedagogy/test_ped_seq_001.py,69edca4de4f14c59bdbcbab3b063faddc09b6785cd81eb3865a98c2ad60903fc,6,False,False,,1,0,0,0,CANONICAL_LOCAL_VERIFIED
BIE_PED_SEQ_002.zip,BIE-PED-SEQ-002,ORIGINAL ROADMAP L1,40fc022e469b2b37fd499206ac8e217cc72b19132d432c1210d1e5a590a2641b,backups/ingested/BIE_PED_SEQ_002.zip,bie/pedagogy/concept_clustering.py,accc2c4e3680efa1d4b39429f363426852bd8e0a9a3102ea11f60bd9216fcbd5,tests/pedagogy/test_ped_seq_002.py,a5d10bbe86e6d18bee55316352847688535f8b51f4d8dd120cba12d3a70e22c6,6,False,False,,1,0,0,0,CANONICAL_LOCAL_VERIFIED
BIE_PED_SEQ_003.zip,BIE-PED-SEQ-003,ORIGINAL ROADMAP L1,abce7bd50eff75d2a29e27d52366c8804e36fa0d84c30fc9c3fd102ec67aa54f,backups/ingested/BIE_PED_SEQ_003.zip,bie/pedagogy/prerequisite_aware_ordering.py,fb3a27c2cb6917ea9604468fb3613d29d4ea16057a9ea577883eae96b8aad47b,tests/pedagogy/test_ped_seq_003.py,54742159d138609453ae15f40ab14b95ea59f21a1fad9625c80026624b56e290,6,False,False,,1,0,0,0,CANONICAL_LOCAL_VERIFIED
BIE_PED_SEQ_004.zip,BIE-PED-SEQ-004,ORIGINAL ROADMAP L1,dbedec7461f6cd46d8af0bc9d7b273e951c47d3eaa6d95b191fa967d87730cd7,backups/ingested/BIE_PED_SEQ_004.zip,bie/pedagogy/cognitive_load_control.py,2b19dbc1da93b126ce942ce0f4affd5411c56544ea2f6582f644dfaddb97ba46,tests/pedagogy/test_ped_seq_004.py,bd9573e6ef41c9e8640b836d1773326ed1c4f68cc114c80aebf032b111c08648,6,False,False,,1,0,0,0,CANONICAL_LOCAL_VERIFIED
BIE_PED_SEQ_005.zip,BIE-PED-SEQ-005,ORIGINAL ROADMAP L1,028c12347b91e2bc5eafd7c282335e37142c4238b681d91e053dd47f49e80eb7,backups/ingested/BIE_PED_SEQ_005.zip,bie/pedagogy/lesson_boundary_detection.py,47caa71a8879c6a8d853a6bdfaa39e93f148c3a15f19c04ce8ca6f1a8b942dc2,tests/pedagogy/test_ped_seq_005.py,bee5c3aff76ffd95d2adc09552b0bb0ce02c223dc0f339f50243b4e7ac8609e2,6,False,True,Reject invalid/oversized atomic concept loads before lesson grouping.,1,0,0,0,CANONICAL_LOCAL_VERIFIED
BIE_PED_SEQ_006.zip,BIE-PED-SEQ-006,ORIGINAL ROADMAP L1,cac22f2250176ab30e4170cd6a684a0c10bb57df8017b9d7666d701540034aea,backups/ingested/BIE_PED_SEQ_006.zip,bie/pedagogy/lesson_duration_estimation.py,dd5d244b54e390af053004a31b1f6eb425087af109cf5f1d45afa45c0d1dc3c7,tests/pedagogy/test_ped_seq_006.py,310bb80b29079bdbe447c75f02a49acde61e3cab51bd917d7446520cc4cb9754,6,False,False,,1,0,0,0,CANONICAL_LOCAL_VERIFIED
BIE_PED_SEQ_007.zip,BIE-PED-SEQ-007,ORIGINAL ROADMAP L1,82352529c6f685d40966a6299d3b608ab2b8a3197df21712a7632d61ffb1c46f,backups/ingested/BIE_PED_SEQ_007.zip,bie/pedagogy/adaptive_depth.py,60f014ef2ef94f61d4a2857536114eada3fcf03df62018ee306bc1e18a4b53bb,tests/pedagogy/test_ped_seq_007.py,82819d8540fac11d6246ccca9569ea5cfbc4a564c5599813070c84e638758510,6,False,False,,2,0,0,0,CANONICAL_LOCAL_VERIFIED
BIE_PED_SEQ_008.zip,BIE-PED-SEQ-008,ORIGINAL ROADMAP L1,834b2ebf0ff297558c2f77d72498645bb34279beb435b6d9dfd5abc8c28aa6a8,backups/ingested/BIE_PED_SEQ_008.zip,bie/pedagogy/review_spacing.py,43ff7b20ccc478e9974ff7e57da6e81a059ab8d7d82700d94ae785f64460b682,tests/pedagogy/test_ped_seq_008.py,777c681aebbc8050b941d9382097894dae23ada4906fe46649f89b7bb00ccbd7,6,False,False,,1,0,0,0,CANONICAL_LOCAL_VERIFIED
